char,source,text,keywords,context,count,cluster
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall, the Horde's warchief, is a living symbol of nobility, strength, and unwavering courage. He led the orcs from the internment camps of Lordaeron into a new era of freedom and prosperity, and under his leadership the Horde has established itself as a major force on Azeroth. As a shaman, Thrall has a deep connection with the elements, and their wisdom has proven to be a great boon to the warchief. But although the Horde's faith in its warchief remains strong, some orcs who relish the tales of orcish ferocity and martial prowess are frustrated with Thrall's decisions. It remains to be seen whether his recent differences with Garrosh Hellscream are a one-time event or a hint at the shape of things to come.[87]
",['freedom'],"into a new era of freedom and prosperity, and under his",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"As one of (if not the) pre-eminent shamans of Azeroth, Thrall steps away from his duties as Warchief to join with the Earthen Ring. He journeys to  the Maelstrom at the center of the Great Sea, where Deathwing made his return to Azeroth from the depths of Deepholm. The corrupted Aspect's entry has shattered the barriers between Azeroth and the Elemental Plane, and Thrall lends his powers to stabilize the rift.
",['power'],"Plane, and Thrall lends his powers to stabilize the rift.",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall and Tick set out to confront the bereaved Life-Binder, and the two find her in the barren wasteland of Desolace. Though Alexstrasza rebukes his comfort and banishes him from her sight, Thrall does not give up hope for the Life-Binder just yet. Thrall then makes the journey to the Nexus, and after an extremely cold reception, is admitted audience with Arygos and Kalecgos. Though Kalecgos goes out of his way to make his orcish visitor comfortable; conjuring scenery of Horde-designed indulgences to make him seem more at home; Arygos is on edge with the visitor and even goes so far as to suggest his death. Thrall learns that the blue dragonflight is in the process of electing its next Aspect, and that the two most likely candidates are Malygos' ferocious son, Arygos himself, and none other than Kalecgos. An event known as the ""Embrace"" is set to occur shortly; a time where the two moons of Azeroth meet in what cosmetically appears to be the form of a mother embracing her child, hence the name. This sacred event heralds a celestial time for the blue dragons, and their best chance of truly empowering a new Aspect for their flight. To Thrall's great relief, and to Kalecgos' great bemusement, Kalecgos is chosen as the new Aspect. The flight as a whole are pleased with this decision, and watch eagerly as their new leader is empowered by the titans' might. Arygos, enraged, curses the flight for fools; abandoning Coldarra. 
",['power'],"as their new leader is empowered by the titans' might. Arygos, | their best chance of truly empowering a new Aspect for their",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall is brutally attacked by a newly-arrived Blackmoore. Wielding the Doomhammer in tandem with his powerful elemental skill, Thrall catches his mortal enemy off-guard. Blackmoore is lambasted by Thrall's summoned wind-vortex and collapses on the floor before his former slave. As Thrall moves in to deal the final blow, Blackmoore begs for his life. Though Thrall takes no pleasure in the act, he refuses to relent; bringing the Doomhammer down upon Blackmoore and conquering the shadow he cast over Thrall's life for good.
",['power'],"Doomhammer in tandem with his powerful elemental skill, Thrall catches his",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Elsewhere, the blue dragons were beaten back by the powerful Chromatus. Kalec has Thrall rescued by one of his drakes, though the strain of leadership in the wake of their defeat begins to gnaw at the new Aspect of Magic. Thrall encourages Kalec to remain strong, and he leaves once more for Desolace.
",['power'],were beaten back by the powerful Chromatus. Kalec has Thrall rescued,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall finds Alexstrasza in an even more shattered state. He shares with her the vision he was granted, and in solemn silence, the two witness Krasus' heroic sacrifice to protect the Wyrmrests' unhatched children from being born as chromatic beasts. Reinvigorated and regaining her confidence, the Life-Binder travels to the Nexus to join forces with the new Aspect of Magic. 
",['sacrifice'],the two witness Krasus' heroic sacrifice to protect the Wyrmrests' unhatched,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Before long, the red, blue, and green dragonflights are reunited with their respective Aspects. With their might combined, they leave to do battle with the murderous Chromatus and his ilk. After a vicious battle, Chromatus reaches his full potential - and overpowers all three of the mighty Aspects. The downhill fight is relieved by the arrival of Nozdormu and his bronze flight, and the Aspect of Time puts forward the notion that they will need to work together, in the most fundamental sense of the word, to defeat this creature that embodies all of their traits and powers. Chromatus has a head for each dragonflight, and there are no black dragons present to assist in this task - though Thrall, as a shaman, offers to take on that role. In their humanoid forms, the aspects open themselves along with Thrall to truly gain a sense of unity; and while he struggles to hold the ceremony together, Thrall succeeds in his role in Neltharion‘s stead. Knowing that he could never become as Aspect, he remains content with the notion that he could assist his allies in their hour of need.
",['power'],all of their traits and powers. Chromatus has a head for | his full potential - and overpowers all three of the mighty,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"The four Aspects launch a volley of powerful abilities at the stunned Chromatus, who cannot bring himself to counter the volatile new powers at their disposal. The chromatic dragon is blasted downwards; the Twilight Father in tow. 
",['power'],"to counter the volatile new powers at their disposal. The chromatic | Aspects launch a volley of powerful abilities at the stunned Chromatus,",1,1
thrall,https://wowpedia.fandom.com/wiki/Thrall,"After the druids and their allies thwarted the invasion of Hyjal by the Twilight's Hammer and Ragnaros, an air of peace settled on the sacred mountain. As new growth bloomed across the region, members of the Earthen Ring and Cenarion Circle, along with the noble Dragon Aspects, convened at the ancient World Tree of Nordrassil. Among the gathered heroes were the legendary archdruid Malfurion Stormrage, the former Horde warchief and accomplished shaman Thrall, and his strong-willed companion, Aggra. Together, this illustrious assemblage was to unite its wondrous powers and restore the World Tree for the good of Azeroth.
",['power'],was to unite its wondrous powers and restore the World Tree,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Yet this auspicious event ended in tragedy. The details are still unclear, but word has spread that an incredibly powerful Twilight's Hammer agent, shrouded to hide his identity, interrupted the ceremony and struck down Thrall with dark magics... casting his spirit into the four domains of the Elemental Plane. If these terrible rumors hold true, the Earthen Ring—indeed, all of Azeroth—has potentially lost one of its greatest champions. While the Aspects concede that Thrall may be lost to the elements forever, Aggra believes that her mate can be saved and calls on the aid of adventurers of both the Horde and the Alliance to venture into the Skywall, the Abyssal Maw, Deepholm, and Firelands to rescue her beloved from an eternity of torment. Before adventurers can return Thrall's spirit to the natural world they must help him overcome his doubts, his willfulness, his desires and his rage before he is bound to his elemental cage.[91]
",['power'],"has spread that an incredibly powerful Twilight's Hammer agent, shrouded to",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"As Thrall and the other Aspects, including the newly-elevated Kalecgos, debated on how to defeat Deathwing, the shaman's spirit communed with the earth and took an earthen form. It was there that he encountered Deathwing, using the power of the Old Gods to imprison his spirit within. The corrupted Aspect mocked Thrall, believing that the Aspects sought to replace him as Earth-Warder with the mortal shaman, and claiming that the ""gift"" he had been granted by the Titans - his charge to defend Azeroth - was, in fact, a curse, imprisoning him to his duty. To demonstrate, he allowed Thrall to experience what it was like to have the weight of the earth on his shoulders, claiming that this was what the Aspects wanted - ""to damn you to a life of eternal torment"", as Deathwing stated it. He then unleashed a series of scathing attacks against Thrall's earthen form; because the shaman had embraced Azeroth, and Azeroth embraced him, his ""wounds"" materialized in the physical world in the form of earthquakes. Finally, the Aspects called on the Earthen Ring and the Cenarion Circle to break Deathwing's hold, bringing Thrall back to himself.
","['duty', 'power']","he encountered Deathwing, using the power of the Old Gods to | curse, imprisoning him to his duty. To demonstrate, he allowed Thrall",2,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"The Aspects decided that in order to defeat Deathwing, they would have to acquire the Dragon Soul in its ""purest form"" - a period not long after its creation, during the War of the Ancients ten millennia earlier. As the Soul was imbued with a powerful enchantment to prevent dragonkind from ever using it, the Aspects called on Thrall to be the wielder of the Dragon Soul in the battle against Deathwing.
",['power'],Soul was imbued with a powerful enchantment to prevent dragonkind from,1,1
thrall,https://wowpedia.fandom.com/wiki/Thrall,"With the Dragon Soul in hand, Thrall and the dragon aspects Alexstrasza, Ysera, Nozdormu, and Kalecgos prepare to defeat Deathwing, while the united dragonflights and a group of mortal heroes fend off attacks from the forces of Twilight. Atop Wyrmrest, moments after the defeat of the twilight dragon Ultraxion, Thrall unleashes the artifact's power directly at Deathwing, damaging his armor and causing the Aspect of Death to attempt an escape. Chasing Deathwing in an Alliance gunship, the adventurers leap onto the corrupted Aspect and remove his elementium plating, giving Thrall a big enough opening to blast Deathwing again. The Destroyer falls from the sky and crashes into the Maelstrom.
",['power'],"Ultraxion, Thrall unleashes the artifact's power directly at Deathwing, damaging his",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall and the Aspects briefly rejoice at the end of the Destroyer, only for him to suddenly rise from the Maelstrom, his form melting into a molten mass of unfathomable power. The adventurers work alongside the Aspects, preventing Deathwing from bringing about the final Cataclysm, and giving Thrall the chance to fire the third and final blast from the Dragon Soul, completely obliterating Deathwing. Thrall feels the elements ""awakening"", relieved that the Cataclysm is over. Alexstrasza explains that the Aspects have expended their ancient power and fulfilled their duties. She then reveals that Aggra is pregnant, much to Thrall's delight.
",['power'],a molten mass of unfathomable power. The adventurers work alongside the | Aspects have expended their ancient power and fulfilled their duties. She,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Go'el, confused, asked why the August Celestials were not more distressed at Garrosh's escape, as it was their duty to pronounce sentence. When asked by Taran Zhu what verdict they would have rendered they stated that Garrosh would live so he could continue to learn. They also said that Garrosh was not the only one on trial and Go'el realized that everyone there had been, and he accepted it completely. The Celestials also stated that they had all been judged and sentenced and that they now had to go back out into the world and do what they must. Eventually, all heads turned to Go'el, even though he was not in a position of leadership among them anymore. Humbly, Go'el spoke for all of them, stating that they would find Garrosh.[93]
",['duty'],"escape, as it was their duty to pronounce sentence. When asked",1,1
thrall,https://wowpedia.fandom.com/wiki/Thrall,"The Frostwolf warrior Ga'nar was able to take the ship the Horde boarded to Frostfire Ridge, although his poor navigating skills resulted in the ship crashing. Thankfully, it crashed on the shore of the intended destination. Thrall came in contact with Durotan, who gave the Horde a piece of land in Frostwall, and the rest of the Frostwolf clan there. Thrall had Monte Gazlowe summoned in order to build a garrison for the Horde. While building, Thrall confronted the gronn Skog in a nearby cave. Once the structures were built he and Drek'Thar went to Wor'gol to find Durotan. While in the main village of the clan, Thrall noticed a Shamanstone and felt that Draenor's elementals speak to him by a language he doesn't understand. Durotan decided to put an end to the ogre's threat thus Thrall assisted the clan in the taking of Bladespire Citadel. Before the main building, he summoned a tornado to the attacking ogres only to have him weakened. When he caught his breath he rejoined the attack inside of the citadel. While the commander went to confront the ogre lord Gorr'thog, Thrall stayed and healed the injured Frostwolves. Once the lord was killed, the citadel was completely taken by the orcs and he stayed in the throne room for a time alongside Durotan. Some time later, he returned to the Garrison and Draka asked him about his mate. He answered that she stayed home with their newly born children. Draka was surprised by this and maintained that family needs to be together in times of war. The ogres weren't the only problem in Frostfire - the Thunderlord clan declared war to the Frostwolves. Thrall accompanied his clan to Grom'gar, ancient home of the Thunderlords and from there he continued to the Thunder Pass, where he assisted in the battle against the approaching Iron Horde. During the battle he destroyed a cannon and Drek'Thar noticed that he had to had a great teacher. Ultimately, he watched the sacrifice of Ga'nar.
",['sacrifice'],"teacher. Ultimately, he watched the sacrifice of Ga'nar.",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"After the failed battle, Thrall reunited with Aggra and his son Durak in Dalaran. Thrall asked shaman adventurers to meet at the Maelstrom in an attempt to gather the remaining Earthen Ring members who survived the battle. Thrall and Farseer Nobundo believed that they needed powerful artifacts in order to overcome the Legion threat. Unfortunately, the Legion led by the Fel Lord Geth'xun found them before they could form plans. The Earthen Ring were able to repel the demons' assault, but Thrall lost the Doomhammer during the fight, which fell into Deepholm with Geth'xun. Thrall, Stormcaller Mylra and the shaman adventurer immediately went after it.
",['power'],Nobundo believed that they needed powerful artifacts in order to overcome,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"There, they found Geth'xun, who had survived the fall as well. Though Thrall was severely injured, Mylra managed to distract Geth'xun while the adventurer picked up the Doomhammer, and then used it to defeat the demon. Thrall did not take the Doomhammer back, however. Since his battle with Garrosh, he felt as if it was a dead weight in his hands, he believed that the elements were silent to him. In reality, it was his guilt and internal struggle that were the reason for this.[95] He gave the Doomhammer to the adventurer and told them that they now wielded powers even he never tapped into. Thrall then asked the adventurer to bring the Earthen Ring together against the Legion, before going his own way.[96]
",['power'],them that they now wielded powers even he never tapped into.,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall and his family retired to a quiet farm near Oshu'gun in Nagrand. While there, he crafted a new weapon—an axe named Dra'gora—and hid it in a secret compartment under the ground, because part of him knew that there would come a day when he would have to return to the fight.[97][98] Although a world away and cut off from his connection to the powers of a shaman, Thrall felt the moment when Sylvanas Windrunner burned Teldrassil: he heard a quiet, distant, collective cry and briefly tasted smoke on the air.[99]
",['power'],"from his connection to the powers of a shaman, Thrall felt",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"After the failed assassination attempt on Talanji, the Zandalari queen and a key ally, Thrall and the rest of the Horde leaders were forced into action. They empowered the young troll shaman Zekhan, still grieving the loss of Varok Saurfang, with a critical mission to aid Talanji and help uncover the rising threat against her. While Zekhan traveled to Dazar'alor to carry out his mission, Yukha agreed to serve as Thrall's messenger to the night elves, who had relocated to Nordrassil. Though Tyrande's rage had not lessened, she did agree on the meeting with the condition that Yukha inform Thrall that he ""must bring what is owed."" A declaration that confused both orcs.
",['power'],"were forced into action. They empowered the young troll shaman Zekhan,",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Upon meeting with Malfurion Stormrage, Tyrande Whisperwind, Shandris Feathermoon, and Maiev Shadowsong, Thrall noticed their frosty, rigid silence. Thrall subsequently formally apologized to the night elves, pointed out how Baine sought to overthrow Sylvanas and remove her as warchief, and cited Calia as an example how the Horde to change by revealing that Voss now spoke for the Forsaken and how both women sought to reforge themselves anew, free of Sylvanas, free of her poisonous influence. When the meeting started to dissolve into an argument about responsibility for Teldrassil, Thrall acknowledged the harm Varok Saurfang had done in the war, while reminding them that he did not intend for Teldrassil to burn and was killed by Sylvanas. When Tyrande stated she saw their words as empty pledges of justice, Yukha attempted to corral the Horde leaders out of the area, but Thrall shrugged him and promised to give Tyrande what she was owed; the head of Sylvanas Windrunner causing her smile and declare, ""Do it, then, or never seek to speak with me again.""
",['justice'],"words as empty pledges of justice, Yukha attempted to corral the",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall later once again donned the Doomhammer plate armor and traveled to Keeper's Respite in Korthia. There, the soul of his mother Draka—who had become a baroness of Maldraxxus after her death—was preparing to attack the fortress Desmotaeron in the Maw alongside a Maw Walker in order to deal with two of the Jailer's lieutenants, Helya and Baron Vyraz. Thrall asked to join them on their mission and accompanied the two to Desmotaeron.[131] As they fought their way through the Mawsworn, Thrall and Draka asked each other questions about their lives,[132] but when he tried to tell her that he was her son, she cut him off and told him to focus on the mission.[133] During the fighting, Thrall asked the Maw Walker to help him retrieve Dra'gora from Helya's minion Weaponmaster Hyrev, since the axe reminded him of his family and he wanted to feel its weight in his hands again.[98] After summoning a series of death gates throughout the fortress,[134] the trio summoned the necropolis Zerekriss and allowed the united covenants to begin an assault on Desmotaeron.[135] With the Mawsworn in lower Desmotaeron combating the invaders, Thrall, Draka, and the Maw Walker breached the upper part of the fortress and confronted Vyraz and Helya. Helya empowered Vyraz with her boon, but the Primus of Maldraxxus teleported in and gave Draka his own blessing, allowing the group to defeat the baron and the Primus to banish Helya.[136]
",['power'],"confronted Vyraz and Helya. Helya empowered Vyraz with her boon, but",1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Thrall then witnessed those who had overcome Domination in the past draw out the memories of their resistance and willpower and infuse it into the shards. After Bolvar declared that they had all the pieces they needed and that it was time for Primus to reforge the helm, Jaina directly opened a portal to Torghast and the group used it to reach the Runecarver's Oubliette.[145] As the Primus began to reforge the helm, Thrall questioned what was to stop the helm from being used to enslave others, to which the Primus answered that it was ""to become something greater. An instrument of free will."" Thrall subsequently witnessed the Primus reforge the helm into the Crown of Wills, which was quickly used to ensure that the group was resistant to Domination.
",['power'],memories of their resistance and willpower and infuse it into the,1,0
thrall,https://wowpedia.fandom.com/wiki/Thrall,"It is your duty to aid the Horde and to defend our way of life. But it is also your duty to know when quarter and compassion should be given to friend and foe alike.
",['duty'],But it is also your duty to know when quarter and | It is your duty to aid the Horde and,1,1
thrall,https://wowpedia.fandom.com/wiki/Thrall,"Outstanding! Kaz'rogal's death cry should strike fear into the core of the Burning Legion. They now know the power your forces possess, so expect the worst the Legion can offer.
",['power'],"Legion. They now know the power your forces possess, so expect",1,1
thrall,https://wowpedia.fandom.com/wiki/Thrall,"We will drive them before us, and we'll bring Garrosh to justice once and for all.
",['justice'],and we'll bring Garrosh to justice once and for all.,1,1
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"The Doomhammer is a powerful hammer that was crafted long ago in a pool of elemental lava[2] on the orc homeworld of Draenor. It is a namesake relic passed down from father to son,[3] and was given to Thrall as a testament of faith and honor during the salvation of the orcs.[4] Although the hilt of the hammer has been replaced, the actual hammerhead itself has endured as a testament of the crafter's skill.
",['power'],The Doomhammer is a powerful hammer that was crafted long,1,0
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"Young Orgrim came to admire the hammer, knowning one day it would be his own.[3] In a meeting between Orgrim, Durotan, and the draenei prophet Velen, Orgrim told of a prophecy about the Doomhammer saying that ""The last of the Doomhammer line will use it to bring first salvation and then doom to the orc people. Then it will pass into the hands of one who is not of the Blackrock clan, all will change again, and it will once again be used in the cause of justice.""[3][6]
",['justice'],"used in the cause of justice.""[3][6]",1,1
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"Through blood the weapon shall pass, as surely as night begets day,
Until the elements cry unheard, and pride turns to unbridled rage.
The last of the line shall deliver salvation and doom upon his kind.
Honor will be undone and all will be lost, before it is found again.
A stranger will raise the hammer high, and with it justice shall reign.
",['justice'],"hammer high, and with it justice shall reign.",1,1
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"When the heirloom passed to Orgrim Doomhammer and the mighty Orcish Horde rose to power, the weapon met no equal in battle. Innumerable foes suffered its wrath, the warhammer even shattering Sir Anduin Lothar's fabled rune-etched blade of Stormwind before crushing the human's skull.
",['power'],"mighty Orcish Horde rose to power, the weapon met no equal",1,1
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"Only too late did Orgrim realize that he was the harbinger of doom prophesied by his clan's ancestral shaman. Although he had slain the power-hungry Horde warchief Blackhand and many of the depraved warlocks who had destroyed the orcs' culture, Orgrim's people were ultimately defeated, and most of them were rounded up in human internment camps to live out their days in shame and lethargy.
",['power'],Although he had slain the power-hungry Horde warchief Blackhand and many,1,1
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"The image of a wolf was later added onto the Doomhammer to denote Thrall's hereditary ties to the Frostwolf clan, but little else has changed about the weapon. Through war and peace, the hammer has remained at Thrall's side, an embodiment of his race's strength as it was in ancient times, and a symbol of doom to the enemies who would dare threaten the orcs' freedom and honor.
",['freedom'],would dare threaten the orcs' freedom and honor.,1,0
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"The hammer remained in the leader of the Earthen Ring's possession and was used in tandem with other legendary artifacts and heroes to combat the Burning Legion. It was used to seal the power of the Sword of Sargeras after it was stabbed into Azeroth alongside the other gathered artifacts that the heroes of Azeroth had found to combat the demons. Drained of its mighty power, it is unknown as to the fate of the Doomhammer after this; as the Farseer either kept it or discarded it as another artifact was.
",['power'],"was used to seal the power of the Sword of Sargeras | demons. Drained of its mighty power, it is unknown as to",1,1
thrall,https://wowpedia.fandom.com/wiki/Doomhammer,"As a young orc, Orgrim described the Doomhammer to Velen as an enormous hammer with a black, blunt, and powerful stone;[1] the shaft made of carefully crafted oak wood.[5] Over the years, the shaft had had to be replaced, but the stone itself had never been chipped.[1]
",['power'],"with a black, blunt, and powerful stone;[1] the shaft made of",1,1
arthas,PDFs/arthas_rise.pdf,"It	rose	like	the	smoke,	the	deep	bellowing	noise,	wordless	but	full	of	meaning;	a
chant,	carried	by	a	dozen	voices.	The	sounds	of	drums	and	rattles	and	bone
striking	bone	formed	a	fierce	undercurrent	to	the	wordless	call.	The	worst	of	the
wind’s	anger	was	deflected	from	the	taunka	village	by	the	circle	of	posts	and
hides,	and	the	lodges,	their	curving	roofs	arching	over	a	large	interior	space	in
defiance	of	the	hardships	of	this	land,	were	strong.
Over	the	sound	of	deep	and	ancient	ritual,	the	w",['power'],,1,1
arthas,PDFs/arthas_rise.pdf,"and	the	boy—all	were	simply	a	part	of	his	dreaming.
The	orc,	on	his	left,	was	elderly,	but	still	powerful.	The	orange	fire-and
torchlight	flickered	off	the	ghastly	image	he	bore	on	his	heavy-jawed	face—that
of	a	skull,	painted	on.	He	had	been	a	shaman,	able	to	direct	and	wield	vast
powers,	and	even	now,	even	just	as	a	figment	of	the	man’s	imagination,	he	was
intimidating.
The	boy	was	not.	Once,	he	might	have	been	a	handsome	child,	with	wide
sea-green	eyes,	fair	features,	and	golden	hair.	But	onc",['power'],"left, was elderly, but still powerful. The orange fire-and torchlight flickered | to direct and wield vast powers, and even now, even just",1,1
arthas,PDFs/arthas_rise.pdf,"the	hall	slammed	open.	Snow	whirled	about	the	three	figures.	The	man	spread
his	arms	and	let	the	freezing	wind	wrap	about	him	like	a	cloak.	The	orc	laughed,
the	skull	floating	over	his	face	issuing	its	own	manic	peals	of	mirth.
“Let	me	show	you	that	your	destiny	lies	with	me,	and	you	can	only	know
true	power	through	eliminating	
him
.”
The	boy,	fragile	and	slight,	had	been	knocked	out	of	his	chair	by	the	violent
gusts	of	frigid	air.	Now	he	propped	himself	up	with	an	effort,	shaking,	his
breaths	",['power'],you can only know true power through eliminating him .” The,1,1
arthas,PDFs/arthas_rise.pdf,"bodies	in	a	small	space.	The	heat	and	the	soothing	murmur	of	voices	in	normal
discussion	lulled	him,	and	he	almost	fell	asleep.
“Your	Majesty.”
The	voice,	powerful,	resonant,	and	strong,	jerked	Arthas	awake.
“I	am	Anduin	Lothar,	a	knight	of	Stormwind.”
They	were	here!	Lord	Anduin	Lothar,	the	onetime	Champion	of
Stormwind…Arthas	edged	out	from	under	the	seat	and	rose	carefully,	making
sure	he	was	hidden	behind	the	blue	curtain	that	draped	the	box,	and	peeked	out.
Lothar	looked	every	inch	the	warr",['power'],"asleep. “Your Majesty.” The voice, powerful, resonant, and strong, jerked Arthas",1,2
arthas,PDFs/arthas_rise.pdf,"Varian	winced	and	turned	away,	walking	toward	the	huge	windows	that
overlooked	Lordamere	Lake.	The	snow	that	had	been	threatening	all	morning
was	finally	coming,	drifting	softly	downward	to	cover	the	land	with	a	silent
blanket.	It	was	too	bad—on	a	clear	day,	you	could	see	all	the	way	to	Fenris
Keep.	“Thank	you.”
“I’m	sure	he	died	fighting	nobly	and	gave	as	good	as	he	got.”
“He	was	assassinated.”	Varian’s	voice	was	blunt	and	emotionless.	Arthas
whirled	to	look	at	him,	shocked.	His	features,	in	pr",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"trainer	can	be	spared	again,	I’ll	come	with	you	to	talk	to	King	Terenas.	I’m	sure
you’ll	be	handing	me	my	rear	in	no	time.”
	
The	war	eventually	did	end,	and	the	Alliance	was	triumphant.	The	leader	of	the
Horde,	the	once-mighty	Orgrim	Doomhammer,	had	been	brought	back	to	Capital
City	in	chains.	It	had	made	a	big	impression	on	both	Arthas	and	Varian,	to	see
the	powerful	orc	paraded	through	Lordaeron.	Turalyon,	the	young	paladin
lieutenant	who	had	defeated	Doomhammer	after	the	orc	had	slain	the	no",['power'],"and Varian, to see the powerful orc paraded through Lordaeron. Turalyon,",1,2
arthas,PDFs/arthas_rise.pdf,"would	be	far	too	easy	for	the	guards	to	spot.	Jaina	looked	nervous	but	excited,
and	obeyed.	Fortunately	both	she	and	Arthas	wore	cloaks	of	a	dark	shade.
“Ready?”	She	nodded.	“Good.	Let’s	go!”
They	slipped	quickly	and	quietly	down	the	rest	of	the	way.	Arthas	held	her
back	for	a	moment	until	the	guard	in	the	tower	was	looking	in	the	other
direction,	then	motioned	to	her.	They	ran	forward,	making	sure	their	hoods	were
securely	in	place,	and	a	few	steps	later	they	were	pressing	against	the	wall	of	t",['freedom'],,1,2
arthas,PDFs/arthas_rise.pdf,"hard	beside	her.	“Don’t	move,”	he	said,	“the	guard	is	looking	right	at	us!”
Despite	the	rough	fall	Jaina	was	smart	enough	to	freeze	at	once.	Carefully,
keeping	his	face	as	shadowed	as	possible,	Arthas	turned	his	head	to	look	at	the
guard.	He	couldn’t	see	a	face	at	this	distance,	but	the	man’s	posture	bespoke
boredom	and	weariness.	After	a	long	moment,	during	which	Arthas	heard	his
heart	thundering	in	his	ears,	the	guard	turned	to	face	the	other	direction.
“Sorry	about	that,”	Arthas	apologized,	h",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"aspects	of	it.
Arthas	was	fourteen	now,	and	had	been	training	with	Muradin	several	times
a	week,	save	for	when	the	dwarf	was	away	on	diplomatic	errands.	At	first,	it	had
gone	as	both	parties	had	expected—badly.	Arthas	left	the	first	dozen	or	so
sessions	bruised,	bloodied,	and	limping.	He	had	stubbornly	refused	any	offers	of
healing,	insisting	that	the	pain	was	part	of	the	process.	Muradin	had	approved,
and	he	had	shown	it	by	pressing	Arthas	all	the	harder.	Arthas	never	complained,
not	even	when	",['duty'],,1,2
arthas,PDFs/arthas_rise.pdf,"you	happy	as	well.”
Calia	shook	her	head	bitterly.	“It’s	no	use.	You	heard	him.	He	didn’t	ask	me,
didn’t	suggest	Lord	Prestor—he	ordered	me.”	She	looked	at	him	pleadingly.
“Arthas,	when	you	are	king,	promise	me—promise	me	you	won’t	do	that	to	your
children.”
Children?	Arthas	was	in	no	way	ready	to	think	about	that.	There	weren’t
even	any—well,	there	
was,
	but	he	hadn’t	thought	about	her	in—
“And	when	you	marry—Papa	cannot	order	you	as	he	orders	me.	Make	sure
you	care	for	this	girl	and—and	that	",['freedom'],,1,2
arthas,PDFs/arthas_rise.pdf,"stood	at	rigid	attention.	He	wondered	if	they	were	that	attentive	when	their	future
king	wasn’t	watching	them.
“I	look	forward	to	the	bout	today,”	he	said.	“Will	I	be	able	to	watch	your
Thrall	in	action?	I’ve	heard	quite	a	bit	about	him.”
Blackmoore	grinned,	his	neatly	trimmed	goatee	parting	to	reveal	white	teeth.
“He	was	not	scheduled	to	fight	today,	but	for	you,	Your	Highness,	I	shall	pair
him	up	against	the	worthiest	foes	available.”
Two	hours	later,	the	tour	was	complete,	and	Arthas	shared	a",['sacrifice'],,1,0
arthas,PDFs/arthas_rise.pdf,"An	hour	later	Arthas	had	forgotten	all	about	Taretha	Foxton	and	his	indignation
on	her	behalf.	His	voice	was	raw	from	screaming,	his	hands	hurt	from	clapping,
and	he	was	having	the	time	of	his	life.
At	first,	he’d	felt	a	little	uncomfortable.	The	first	few	combatants	in	the	ring
were	simple	beasts	pitted	against	one	another,	fighting	to	the	death	for	no	reason
other	than	the	enjoyment	of	the	onlookers.	“How	are	they	treated	prior	to	this?”
Arthas	had	asked.	He	was	fond	of	animals;	it	unsettled	h",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"completely	under	control,	isn’t	he?”
“Absolutely,”	Blackmoore	said	immediately.	“He	was	raised	by	humans	and
taught	to	fear	and	respect	us.”
As	if	he	had	heard	the	comment,	though	he	could	not	possibly	have	done	so
over	the	thundering	cries	of	the	crowd,	Thrall	turned	to	where	Arthas,
Blackmoore,	and	Langston	sat	watching.	He	thumped	his	chest	in	a	salute	and
then	bowed	deeply.
“You	see?	Utterly	my	creature,”	Blackmoore	purred.	He	rose	and	lifted	a
flag,	waving	it,	and	across	the	ring	a	solidly	",['power'],,1,0
